simplified_sentence,head_entity,tail_entity,relation
a mechanic attaches a socket wrench to a bolt.,mechanic,wrench,used_by
the painter's tape has to be removed.,painter,tape,used_by
the team used the newly-developed nanoparticle to build therapies for treating individuals with cardiovascular disease.,team,nanoparticle,used_by
engineers use computers to solve a variety of problems ranging from the evaluation of a simple function to solving a system of nonlinear equations.,engineers,computers,used_by
this is completed by students using the online system.,students,system,used_by
a player attaches a flashlight to a rifle which is later discarded.,player,flashlight,used_by
a multi-purpose electrician pliers tool is crucial for severing any gauge wire with which the electrician is working.,wire,electrician,used_by
"the priest mixes the holy oil and the wine with a spoon and pours it into small containers, as many as there be priests.",priest,spoon,used_by
"francisco garcia lorca sees the horse carrying the rider, against his will, to his death.",horse,rider,used_by
the dominant method that the roman mathematicians used to identify a year for dating purposes was to name it after the two consuls who took office in it.,method,mathematicians,used_by
it took the mechanic less than 10 seconds (no exaggeration) to fix the lock with a screwdriver.,mechanic,screwdriver,used_by
the man delivers one more hard-charging book about the hellish demands of corporate law with the help of a well-used cookie cutter.,man,cutter,used_by
students learn at their own pace by using computers.,students,computers,used_by
"with the recent invention of plastic core roller covers, the painter is able to complete an entire job no matter how large, with their original roller.",painter,roller,used_by
"with the help of scots who spoke perfect french, the english army scaled the cliffs with a maneuver the french never considered.",army,maneuver,used_by
maddie's parents killed her with sleeping pills.,parents,pills,used_by
"after this preliminary identification of the hittite people and their language, we had more confidently approach the story of their rise to fame.",people,language,used_by
"diane daly, multi-talented photographer, creates magic with her camera and intuitive eye.",photographer,camera,used_by
the defendant and i flinched when the judge pounded his gavel.,judge,gavel,used_by
"previously, the end user machined the wrenches with a high-speed steel pull broach.",user,broach,used_by
plants obtain a significant reduction in water usage and costs by effectively using conductivity analysis.,plants,analysis,used_by
"the guy cleaned the heads with a cotton swab soaked in flushing fluid, changed the pad, and then ran a head clean, the results were amazing.",guy,swab,used_by
at the andaman islands fish are captured by the convicts by means of weirs fixed across the openings of creeks.,convicts,weirs,used_by
"there is an exhaust vent and a cable to start the engine, just like a petrol driven lawnmower.",petrol,lawnmower,used_by
america allows the media to manipulate society as easy a puppeteer manipulates a puppet.,puppeteer,puppet,used_by
the event featured a demonstration of weaving on a loom by local weaver nancy alexander.,loom,weaver,used_by
"parsley, french, koomjian and two other members of the group scaled the tree with a rope.",members,rope,used_by
"in wuthering heights by emily bronte's, the author uses repetition as a device to give us the full understanding of the characters.",author,repetition,used_by
three lines are missing from the end of this stanza; the hermit demonstrates his prowess with the bow.,hermit,bow,used_by
the report is about the regular road user and the law.,road,user,used_by
we now live in a country in which the president wields the power to send the entire nation into war on his own initiative.,president,power,used_by
even travel agents are turning to telepresence for clients.,travel agents,telepresence,used_by
"bernie the barber downed his scissors, leaving the final triangle of hair uncut.",barber,scissors,used_by
i even have a friend who cooks the cans in a pressure cooker because she can't be bothered cooking them on the stove for 3 hours.,friend,cooker,used_by
the student creates compositional forms using a sequencer or notation program.,student,program,used_by
"the workman stirs the ore with a hoe or an iron rake, back and forward across the hearth, moving it from the bridge toward the flue and back.",workman,hoe,used_by
the spotter sweeps the surrounding countryside with a powerful hand-held lamp with a tightly focused beam.,spotter,lamp,used_by
a goal is like a mountain outcropping to which a climber throws a grappling hook and pulls themselves up.,climber,grappling hook,used_by
the stethoscope gives the doctor clues as to the presence or absence of pathology.,stethoscope,doctor,used_by
the violinist produces sound by drawing a bow across one or more strings (which may be stopped by the fingers of the other hand).,violinist,bow,used_by
"after the pottery is formed, either by a potter's wheel or more primitive means, it has been left to thoroughly dry.",potter,wheel,used_by
the river once powered a grist mill.,river,grist mill,used_by
"governments, frightened of losing votes, resolved the crisis through subsidization.",governments,subsidization,used_by
putting a first time learner in the driver's seat of a car is a scary proposition.,driver,seat,used_by
tarps plus has the best tarps for painters on the market.,tarps,painters,used_by
the accused killed the victim with a kirpan and separated the head from the body and threw it in a canal near nabha.,accused,kirpan,used_by
these are the most typical student edition textbooks.,student,textbooks,used_by
the outfielder needs a glove that is large enough.,outfielder,glove,used_by
"the young man watched the snow through the window, and he wanted to stay in that cafe forever.",man,window,used_by
