entity_raw,entity,degree
/m/0g5gq,Methionine,20
/m/025vwmy,Garin Wolf,42
/m/0k3gw,Bristol County,16
/m/0tyww,Taunton,12
/m/06myp,Sigmund Freud,43
/m/03lygq,China PR national football team,12
/m/02j490,Ray Liotta,32
/m/03cs_xw,Carter Bays,16
/m/01fsv9,Jackson State University,28
/m/08g5q7,Cerebral hemorrhage,18
/m/045g4l,Curly Howard,12
/m/02qlp4,Lost in Space,38
/m/0fkbh,Kozhikode,6
/m/0mzy7,Fresno,16
/m/013tjc,Don Rickles,29
/m/04f9r2,Michel Colombier,18
/m/01tw31,Rory Gallagher,35
/m/03915c,Hamilton Tiger-Cats,10
/m/029k55,Cheech Marin,27
/m/013807,San Francisco State University,53
/m/02_1ky,Loving,15
/m/0pml7,Gatineau,6
/m/059y0,Niels Henrik David Bohr,25
/m/0gqrb,Yul Brynner,16
/m/019n7x,Carson Daly,38
/m/0r6cx,Santa Clara,22
/m/060pl5,Jim Reardon,14
/m/09rvwmy,Solitary Man,35
/m/015p37,Janeane Garofalo,55
/m/02vtnf,Stanley Donen,24
/m/03fn34,Neftchi Baku PFK,11
/m/049kw,Kingston upon Thames,12
/m/07_m2,Vincent van Gogh,10
/m/01nz1q6,Yoko Ono,43
/m/0829rj,Robert Chartoff,25
/m/060ppp,E. W. Scripps Company,17
/m/0v53x,Southern Baptist Convention,8
/m/02hmvc,Short Film,8
/m/0161h5,Angela Lansbury,44
/m/0jrv_,Thrash metal,34
/m/06pyc2,Pat Garrett and Billy the Kid,23
/m/02kx4w,Screamo,3
/m/03p7rp,Post-hardcore,18
/m/08kp57,Mohnish Behl,8
/m/0122wc,Real Sociedad,14
/m/01tjvv,Durban,5
/m/0r771,Petaluma,16
/m/09jvl,NOFX,19
/m/0x0d,Arizona Diamondbacks,30
/m/02bzh0,Camberwell College of Arts,10
/m/030ykh,Bridgeport Sound Tigers,10
/m/0gfzfj,Family Guy Presents: Stewie Griffin: The Untold Story,31
/m/01f7jt,Back to the Future Part II,45
/m/027zz,David Fincher,39
/m/01jsk6,Boston College,56
/m/0mm_4,Williamsburg,14
/m/0f6zs,Warren County,13
/m/01gvsn,The Way We Were,42
/m/01njxvw,Alberto Iglesias,26
/m/0jnr_,Nashville Predators,9
/m/04fc6c,The Island Def Jam Music Group,19
/m/0zgfm,Hillsboro,9
/m/02pl5bx,Reggae fusion,13
/m/0lm0n,Appalachian Mountains,25
/m/03yf5g,Carlos Ruiz,20
/m/056zf9,Puebla F.C.,16
/m/02_l39,NBCUniversal,20
/m/025tlyv,Universal Studios Home Entertainment,22
/m/02vptk_,James Cayne,7
/m/02ndy4,A League of Their Own,28
/m/05jhg,News,8
/m/023cjg,The Lord of the Rings,13
/m/01xwqn,Artie Lange,31
/m/06l6nj,Charles Brackett,37
/m/01j5sv,Claudia Cardinale,17
/m/0ftn8,Tunis,7
/m/0mnk7,Lynchburg,10
/m/01rw116,Scatman Crothers,22
/m/029fbr,Noise rock,19
/m/0hmt3,New York Islanders,6
/m/0lfyd,Canton Ticino,6
/m/01c744,Canton of Valais,9
/m/0g10g,Judy Garland,31
/m/01vdrw,Joyce Carol Oates,29
/m/073_6,Surrealism,10
/m/0m2mk,Sussex County,7
/m/03b04g,Sporting Clube de Portugal,19
/m/02ghq,Dean Koontz,22
/m/0kr7k,Shigeru Miyamoto,8
/m/0dqyw,Osaka,12
/m/09b83,Strasbourg,10
/m/04lyk,Los Angeles International Airport,5
/m/05nwfr,En Avant de Guingamp,11
/m/02b1j1,Forest Green Rovers F.C.,9
/m/02ql_ms,Srinivasa Rao Kota,4
/m/0177g,Benito Mussolini,11
/m/077jpc,CFR Cluj,12
/m/0ljsz,Princeton,22
/m/02s6sh,Andrew Gold,37
/m/0329gm,Belgium national football team,17
/m/0f4y3,Columbia County,17
/m/03x8cz,Fueled by Ramen,9
/m/01fy2s,University of Tartu,12
/m/02bvc5,"Girton College, Cambridge",12
/m/0t_4_,Medford,10
/m/06zpgb2,Galatasaray S.K.,21
/m/01t9_0,Rank Organisation,10
/m/0223g8,Daws Butler,13
/m/0fm3nb,Goya Award for Best Supporting Actress,11
/m/0r3tq,Palm Springs,31
/m/07tj4c,Emma,39
/m/04fkg4,Ram Gopal Varma,11
/m/0ymcz,"St John's College, Oxford",13
/m/03082,Folklore,3
/m/0dkb83,FC Kuban Krasnodar,16
/m/022fhd,Stalybridge Celtic F.C.,3
/m/0c408_,Christopher Cerf,36
/m/01507p,David Boreanaz,18
/m/02lwv5,Fashion Institute of Technology,18
/m/02w7fs,Grammy Award for Best Latin Pop Album,33
/m/0p9qb,Rex Harrison,25
/m/0ftjx,Sofia,8
/m/05bjp6,School of American Ballet,8
/m/03tm68,Province of Cuneo,7
/m/014y6,Anthony Stewart Head,14
/m/02qjb7z,Halifax,4
/m/02sg4b,Center fielder,10
/m/06g4_,Richard Dawkins,30
/m/0hqly,Steven Seagal,31
/m/01f7d,Man Booker Prize,15
/m/05rnp1,Charles Band,8
/m/03h0byn,Brothers,36
/m/0cx6f,Bebop,14
/m/04pwg,Louis XIV of France,9
/m/0hkb8,Basilica of St Denis,1
/m/01s7ns,Enrique Iglesias,52
/m/0symg,Dead Man,42
/m/0n2sh,Butler County,14
/m/0yt73,Hamilton,10
/m/05hjmd,Jesse L. Lasky,19
/m/04kjvt,Sparrow Records,5
/m/0d63kt,Gay,15
/m/02xhwm,America's Next Top Model,14
/m/03zrp,Ira Gershwin,22
/m/06r1k,Star Trek: The Animated Series,24
/m/0234_c,State University of New York at Purchase,29
/m/05dl1s,Black Robe,26
/m/04h9h,Latin Language,51
/m/0k5px,Yankee Doodle Dandy,33
/m/0173b0,Glam metal,29
/m/04399,Society of Jesus-GB,14
/m/043p28m,AWA All-Star Wrestling,3
/m/066wd,Professional wrestling,6
/m/098r1q,FC Illichivets Mariupol,9
/m/0dr31,Darmstadt,6
/m/013h9,Alexandria,25
/m/018w0j,Gulf War,18
/m/03nl5k,Grammy Award for Best Mexican/Mexican-American Album,19
/m/0d2kt,River Thames,10
/m/0__wm,Irving,12
/m/07_dn,Verizon Communications,20
/m/04ty8,Maldives,28
/m/0dbxy,Cherokee,19
/m/0151xv,Dirk Bogarde,17
/m/02sdx,Enrico Fermi,19
/m/05snw,Physicist,19
/m/02_pft,Lee J. Cobb,18
/m/07l5z,Toledo,22
/m/0lbl6,Hubei,5
/m/019_6d,Fisk University,18
/m/06x76,St. Louis Rams,57
/m/0mx3k,Multnomah County,12
/m/03lb76,FC St. Pauli,7
/m/01n3bm,Liver tumour,18
/m/0n08r,Heaven's Gate,62
/m/025s1wg,Spy Kids 3-D: Game Over,40
/m/0bbz66j,Australians,11
/m/02x4wb,Grammy Award for Best Metal Performance,41
/m/0652ty,Saul Rubinek,19
/m/02brqp,Microsoft Studios,9
/m/01rt2z,Namco,7
/m/0b_yz,Reading,25
/m/01ry_x,The Little Mermaid,37
/m/0jqzt,Frankenstein,34
/m/0113sg,Nikolai Gogol,17
/m/0c5wln,FC Schaffhausen,8
/m/0d__g,Philip Johnson,13
/m/026v1z,TV Asahi,16
/m/0405l,Jim Jarmusch,29
/m/03qbm,Hearst Corporation,10
/m/0mbhr,Joanna Lumley,16
/m/02vjhf,Degrassi: The Next Generation,11
/m/0fms83,Goya Award for Best Director,16
/m/02tzwd,Astrid Lindgren Memorial Award,13
/m/03m3mgq,Computer Scientist,3
/m/0y1rf,Rochester,25
/m/073h5b,65th Academy Awards,44
/m/0d3k14,John F. Kennedy,44
/m/05f4p,NASA,6
/m/01r4bps,Grey DeLisle,17
/m/03dn9v,Peter Cullen,15
/m/0bt23,Jack London,18
/m/01fxg8,Pontifical Gregorian University,15
/m/052q4j,Catholic school,2
/m/088q1s,Kingdom of Greece,13
/m/0n2z,Athens,16
/m/02wh0,Friedrich Nietzsche,66
/m/0cgfb,Victoria Beckham,35
/m/0ql76,First Crusade,5
/m/057_yx,Kevin Dunn,53
/m/03kbr,Hindu,5
/m/03_fmr,Brooklyn Law School,18
/m/03czqs,Bhubaneswar,15
/m/03j2gxx,Lewis Carroll,32
/m/07v4dm,Rolfe Kent,26
/m/0781g,Symphonic rock,19
/m/0pqp3,Camel,19
/m/02xh1,Film noir,34
/m/0jnh,American Revolutionary War,21
/m/0k20s,Z,39
/m/0b6k40,Gresham's School,7
/m/020yvh,Groton School,7
/m/04zwtdy,Elie Samaha,28
/m/02tcgh,Kal Ho Naa Ho,42
/m/09v478h,Hong Kong Film Award for Best Supporting Actress,16
/m/0cw5k,Pyongyang,4
/m/025r_t,Derby,12
/m/07gkgp,Michael Dobson,7
/m/03f68r6,George Duning,15
/m/0fztbq,On Her Majesty's Secret Service,35
/m/0qf5p,Fairbanks,10
/m/0c3mz,Battle of Passchendaele,12
/m/0k6yt1,Eve,37
/m/0fy2s1,Sukumari,8
/m/0gy4k,Foreign Correspondent,41
/m/0hg45,Angina Pectoris,9
/m/05vyk,Pianist-GB,65
/m/01pdgp,St. Olaf College,21
/m/0nt6b,Lake County,14
/m/0ns_4,Porter County,7
/m/0f1k__,AC Bellinzona,6
/m/022dp5,Polish American,16
/m/08p1gp,Luci Christian,16
/m/06k5_,Rajasthan,20
/m/0n7q7,Cass County,5
/m/0mhhc,Bas-Rhin,10
/m/0j603,Mysore,3
/m/017jq,British Isles,10
/m/01rly6,Blackburn Rovers F.C.,25
/m/0nm8n,Hancock County,7
/m/07_hy,Veganism,37
/m/01grq1,6th United States Congress,38
/m/01xr6x,Newport,10
/m/0n_ps,Weld County,9
/m/0qjfl,Hollywood Walk of Fame,26
/m/04j5fx,Takahiro Sakurai,11
/m/04_m9gk,2009 Toronto International Film Festival,33
/m/01qdmh,Spy Game,39
/m/016017,Hercules,36
/m/0nv6n,McHenry County,11
/m/0f1m8,"Skidmore, Owings & Merrill",1
/m/06cl2w,Joel Edgerton,18
/m/080_y,Valencia CF,21
/m/03gyvwg,Naruto Shippuden the Movie: Bonds,13
/m/0k525,Max von Sydow,33
/m/03hfwhq,Caldecott Medal,2
/m/08jcfy,Principal,16
/m/0ylzs,"Hertford College, Oxford",14
/m/0hpz8,Boris Karloff,20
/m/012jc,Alcoholism,11
/m/018gkb,Adrian Belew,36
/m/01x7jb,Imperial Records,5
/m/013l6l,Sioux Falls,9
/m/0jxh9,Polk County,13
/m/0drr3,Allegany County,10
/m/0fc1m,Livingston County,12
/m/0htqt,Bilbao,3
/m/01k8vh,Charlotte Bobcats,22
/m/041wm,Julius Caesar,9
/m/03x31g,Tabu,19
/m/01xyqk,Verve Music Group,25
/m/051ls,Maastricht,9
/m/04q42,Limburg,8
/m/01d2v1,Ghostbusters,34
/m/01nsyf,Kikuko Inoue,13
/m/027024,Northampton Town F.C.,8
/m/044bn,Joseph Cotten,15
/m/03j70t,F.C. Copenhagen,12
/m/0cqhmg,Screen Actors Guild Award for Outstanding Performance by a Female Actor in a Comedy Series,76
/m/03g62,Howard Hawks,15
/m/0290rb,Bihar,6
/m/03x82v,Juanes,34
/m/0flry,Hundred Years' War,19
/m/02vsw1,European American,11
/m/01n4w_,Washington and Lee University,27
/m/01304j,Carlos Santana,58
/m/0fpn8,Ulster County,16
/m/0z07,American Airlines,19
/m/04fhps,39th Canadian Parliament,26
/m/034_7s,35th Canadian Parliament,19
/m/06hpx2,Executive Director-GB,3
/m/0df2zx,Jackass Number Two,26
/m/06q6jz,Art song,18
/m/0c66m,Bari,7
/m/0kwv2,Athletic Bilbao,16
/m/01lwfr,Pampanga,2
/m/05l64,Oslo,26
/m/01cwkq,Amanda Bynes,41
/m/069vt,Qantas,13
/m/01sbhvd,Pauly Shore,23
/m/012wxt,VJ-GB,5
/m/0mzg2,Pomeranian Voivodeship,5
/m/0123qq,Angel,24
/m/0mczk,Yvelines,6
/m/09stq9,Havre Athletic Club,12
/m/05b6c,Neuroscience,14
/m/01gpy4,Carinthia,5
/m/03h8_g,Steve-O,35
/m/04fjzv,The Shining,51
/m/0b_6q5,1988 NCAA Men's Division I Basketball Tournament,28
/m/018jkl,Miyagi Prefecture,6
/m/03vpf_,Kenneth Mars,13
/m/0170xl,Gods and Monsters,56
/m/02465,Clive Barker,27
/m/015fs3,Western Michigan University,33
/m/0gfhg1y,Libyan Civil War,7
/m/01cpjx,Major General,3
/m/0ccck7,To Kill a Mockingbird,63
/m/024yxd,Hal David,24
/m/02d6n_,Michael Biehn,17
/m/0q48z,Anniston,9
/m/05g8n,Ninja Tune,3
/m/01xyy,Crete,7
/m/0_jq4,York,14
/m/03ylxn,Nigeria national football team,24
/m/0gqm3,Kanagawa Prefecture,8
/m/0kstw,Yokohama,14
/m/0mpzm,Travis County,9
/m/02w6bq,Cairo University,17
/m/0fdtd7,Golden Reel Award,22
/m/03wf1p2,2000 Cannes Film Festival,27
/m/0lpfh,Lima,5
/m/01vsn38,Jack Black,70
/m/027r0_f,Dallas McKennon,10
/m/0nt4s,Marion County,8
/m/0c75w,Espoo,8
/m/03khn,Helsinki,25
/m/0pkgt,Jerry Herman,18
/m/0b_dh,Tony Richardson,25
/m/0mpbx,Arlington County,27
/m/03zv3n,Helsingborg,3
/m/0175zz,Dream pop,6
/m/01km6_,Birkenhead,6
/m/02gnmp,"California State University, Los Angeles",34
/m/0p0fc,Arapahoe County,9
/m/0fvyg,Raleigh,27
/m/02k_px,Santa Fe Province,7
/m/01ly8d,Buenos Aires Province,13
/m/0kcdl,USA Network,9
/m/01cvtf,Hill Street Blues,30
/m/0m9c1,Michael Curtiz,23
/m/017lvd,University of Tokyo,17
/m/0kz4w,Bologna F.C. 1909,18
/m/04f2zj,Multi-instrumentalist-GB,38
/m/013h1c,Joplin,7
/m/02cvp8,Moe Howard,15
/m/0jgj7,Brevard County,13
/m/01p2b_,Nuclear Blast,4
/m/015076,River Phoenix,33
/m/0b5x23,Prem Nath,15
/m/018mrd,Hollywood Forever Cemetery,10
/m/0fvt2,Stephen Baxter,19
/m/01tgwv,Arthur C. Clarke Award,25
/m/018_lb,Kathleen Turner,27
/m/01lc5,Charlie Chaplin,39
/m/0d500h,Christine Vachon,22
/m/07b8m1,Denizlispor,11
/m/03b6j8,Poland national football team,13
/m/0kq08,Butte County,9
/m/02kc008,Glycine,20
/m/0hcvy,Graham Greene,32
/m/0cjcbg,Primetime Emmy Award for Outstanding Animated Program  (for Programming Less Than One Hour),33
/m/027lf1,Midway Games,13
/m/0qjd,Aachen,6
/m/0m2dk,Yavapai County,15
/m/04ltlj,Frankenstein,30
/m/03bggl,Van Heflin,14
/m/037q2p,University of Detroit Mercy,39
/m/051y1hd,Darrell Silvera,14
/m/0521d_3,Albert S. D'Agostino,10
/m/02_33l,Basil Poledouris,15
/m/03vrv9,Fred Williamson,20
/m/01xjx6,Fontana Records,8
/m/02c7lt,Ida Lupino,18
/m/02hkv5,Mammootty,12
/m/030dr,Francis Bacon,16
/m/0jt86,David Brin,24
/m/08_hns,David Petraeus,15
/m/01nqj,Cape Verde,27
/m/042kg,Jimmy Carter,31
/m/0187wh,The WB,10
/m/01txts,Astralwerks,9
/m/0mwht,Monroe County,15
/m/0mwkp,Luzerne County,15
/m/0fwwkj,Virginia Tech Hokies football,7
/m/03k8th,The Bourne Supremacy,43
/m/0l15n,John G. Avildsen,22
/m/0k29f,John Byrne,10
/m/0h1k6,Duluth,14
/m/0n920,Camberwell,6
/m/0dt39,Nobel Prize in Physics,5
/m/0b1q7c,Burn Gorman,13
/m/03_c8p,Sony Computer Entertainment,27
/m/01nds,Capcom,17
/m/0l9k1,Ernst Lubitsch,27
/m/02mg7n,Chelsea College of Art and Design,14
/m/09969,Brain tumor,12
/m/0l_tn,Matanuska-Susitna Borough,5
/m/02pp1,England national football team,26
/m/044kwr,Joseph M. Schenck,11
/m/01hkck,Janet Leigh,17
/m/03w7kx,Olympique Lyonnais,15
/m/0by17xn,Limitless,71
/m/0bn3jg,Pietro Scalia,31
/m/0r6ff,Sunnyvale,20
/m/01zq91,Finance minister,13
/m/01mqh5,Selma Blair,38
/m/02ldkf,North Carolina Agricultural and Technical State University,23
/m/01q1j,Cornwall,7
/m/02vpvk,Sport Club do Recife,13
/m/01g7zj,Mexican American,18
/m/0cj2w,Dudley Moore,31
/m/059yj,National Football League,36
/m/027r7k,Murder by Decree,45
/m/0225z1,Eidos Interactive,6
/m/03k1vm,Pinto Colvig,15
/m/018mlg,Holy Cross Cemetery,10
/m/07tvwy,Cameron Mitchell,7
/m/017cw,Byzantine Empire,8
/m/098sv2,Alexandre Trauner,20
/m/0t_07,Concord,11
/m/04s1zr,The Gift,39
/m/03d8jd1,Batman: Gotham Knight,25
/m/0127xk,Steve Allen,32
/m/0bqch,Marcel Duchamp,13
/m/0qmk5,Oz,26
/m/01rlz4,Bolton Wanderers F.C.,23
/m/0h3vhfb,Primetime Emmy Award for Outstanding Short-format Animation,13
/m/042rlf,Al-Hilal FC,10
/m/02b13j,Boston United F.C.,9
/m/01c7y,Bengali Language,14
/m/01z7dr,Video game music,7
/m/09hzw,Mecklenburg-Vorpommern,13
/m/02p10m,Univision,9
/m/0rqf1,Palm Beach,14
/m/07k2p6,Holland Taylor,20
/m/093142,Changchun Yatai F.C.,9
/m/05sbv3,Gigi,46
/m/01p7x7,Cooper Union,27
/m/02mw6c,"Wellington College, Berkshire",16
/m/02wtp6,The Dreamers,61
/m/07_fl,Venice,12
/m/01vsb_,Gyeonggi-do,4
/m/01q8fxx,Isabelle Adjani,23
/m/02q_ncg,The Treasure of the Sierra Madre,33
/m/09d38d,A Star Is Born,33
/m/0p_jc,Chevy Chase,23
/m/026xt5c,Daniel Haller,8
/m/08809,Ypsilanti,15
/m/0fdpd,Schenectady,12
/m/03m1n,Houston Astros,32
/m/025twgt,From Russia with Love,40
/m/01k3tq,Bulldog,44
/m/016ggh,John Gielgud,59
/m/06rv5t,PAS Giannina F.C.,9
/m/0mlvc,Yakima County,13
/m/0kf9p,Yakima,14
/m/032yps,Milwaukee Admirals,8
/m/01rwf_,Stockport,7
/m/0bm9xk,Hans J. Salter,9
/m/01wlt3k,David Banner,43
/m/0419kt,Speed 2: Cruise Control,41
/m/08nz99,Michael Piller,25
/m/08gf93,Ted Field,14
/m/0cm5m,Heidelberg,7
/m/0rxyk,Valdosta,10
/m/025x1t,Freakazoid!,26
/m/01lhf,Communication,29
/m/046vvc,Thailand national football team,14
/m/015qq1,Paul Winfield,27
/m/04zqmj,Joel David Moore,27
/m/01bkb,Bali,12
/m/05hcy,Nassau,4
/m/09dfcj,Cumberland County,11
/m/01c9d,Barry Lyndon,37
/m/02t_8z,Josh Weinstein,30
/m/0325dj,Troy University,20
/m/04hddx,Neustadt International Prize for Literature,14
/m/02qdymm,Melville Shavelson,11
/m/0fvly,Newcastle United F.C.,27
/m/049l7,Ken Loach,20
/m/0lcdk,Anemia,10
/m/098s1,Infection,5
/m/03mghh,AEK Larnaca F.C.,10
/m/05ypj5,The Glenn Miller Story,42
/m/016z68,Stephen Rea,22
/m/02hp70,University of New Hampshire,28
/m/0tz41,Newburyport,12
/m/02zl4d,Richard Roxburgh,25
/m/0hnkp,Lionel Barrymore,17
/m/0btmb,Superhero,31
/m/05mxw33,Jeff Bhasker,35
/m/0p2rj,Pulaski County,8
/m/0pqzh,Rod Serling,29
/m/02qfv5d,Political thriller,51
/m/02b1d0,Livingston F.C.,9
/m/010cw1,Hackensack,12
/m/01rvgx,West Berkshire,4
/m/0h1yf,Arginine,20
/m/019gz,Bram Stoker,15
/m/0lzcs,H. H. Asquith,14
/m/084nh,William Butler Yeats,26
/m/02g3w,Dr. Seuss,26
/m/05b6s5j,WWE Superstars,10
/m/02j416,Georgia State University,24
/m/033dbw,Beloved,41
/m/07bxqz,Radio Days,39
/m/05gjfk,Sandefjord Fotball,6
/m/01gf5,Baku,8
/m/0jmhr,Utah Jazz,22
/m/049f05,VfL Wolfsburg,23
/m/0gxsh4,CBS Schoolbreak Special,26
/m/01xpxv,Pat Morita,16
/m/0bgv8y,Kickoff returner,39
/m/02vnpv,The Decemberists,45
/m/02m_41,Johann Wolfgang Goethe University of Frankfurt am Main,13
/m/06p8m,Sega,19
/m/0dznvw,23rd Academy Awards,38
/m/0_9l_,Howards End,64
/m/0cy41,Marburg,7
/m/0cwt70,European theatre of World War I,15
/m/0cxgc,Surrey,18
/m/01bj6y,Joanne Woodward,28
/m/0148nj,Oi!,3
/m/05z775,Kari Wahlgren,12
/m/03w6sj,Western Desert Campaign,10
/m/06pcz0,Thomas Lennon,26
/m/0cq4k_,FC Zorya Luhansk,7
/m/03m79j_,Latin Grammy Award for Best Short Form Music Video,18
/m/01lct6,Al Franken,37
/m/0cffd,Ferrara,5
/m/01vzz1c,Cliff Richard,26
/m/01vv6xv,Axl Rose,31
/m/0sqc8,Lafayette,13
/m/0j13b,Tranmere Rovers F.C.,12
/m/016t00,John Mellencamp,39
/m/03j367r,Anil Kapoor,25
/m/02my3z,Armin Mueller-Stahl,26
/m/01r7t9,Danny Aiello,19
/m/03hltjb,Anthony B. Richmond,10
/m/040p3y,Iraq national football team,13
/m/03k7dn,Denison University,26
/m/0146mv,Nickelodeon,36
/m/07vqnc,SpongeBob SquarePants,28
/m/015bwt,Boyz II Men,35
/m/03q27t,Grammy Award for Best Boxed or Special Limited Edition Package,28
/m/011k4g,Carl Stalling,8
/m/03x_k5m,Anchor Bay Entertainment,6
/m/01vmv_,Queen's University Belfast,24
/m/0hqgp,Franz Liszt,21
/m/039cpd,Televisa,8
/m/01mz9lt,Anu Malik,10
/m/0blgl,Charles M. Schulz,18
/m/03p5xs,Comedy of manners,20
/m/07rzf,Tim Curry,34
/m/099flj,Broadcast Film Critics Association Award for Best Young Performer,33
/m/0ghvb,University of Northern Iowa,19
/m/049ql1,Vivendi,15
/m/03cd1q,Arif Mardin,41
/m/03k545,Emily Mortimer,30
/m/0g9wd99,National Book Award for Fiction,33
/m/01dg3s,Poole,8
/m/0jnpv,Dallas Stars,7
/m/03bnd9,Butler University,23
/m/0dzlk,Olivia Newton-John,31
/m/0276g40,Alok Nath,8
/m/043qqt5,The Smurfs,25
/m/02tj96,Grammy Award for Best R&B Instrumental Performance,24
/m/01llxp,Erich Ludendorff,9
/m/01r47h,Montclair State University,22
/m/0g7vxv,Albert Jarrett,27
/m/02gjrc,Jesus of Nazareth,22
/m/01f69m,Ragtime,36
/m/0488g9,Joseph Barbera,34
/m/0b57p6,Phil Vischer,13
/m/025jj7,Nelson Riddle,18
/m/0m_1s,Caen,8
/m/02185j,University of Padua,15
/m/03zj_3,Ecuador national football team,11
/m/013b6_,Ashkenazi Jews,35
/m/01x6d4,Progressive Conservative Party of Ontario,1
/m/082xp,Winston Churchill,25
/m/0kctd,Showtime,21
/m/04mrgz,Melbourne Victory FC,9
/m/03x762,Alemannia Aachen,12
/m/0f6cl2,FC Anzhi Makhachkala,14
/m/0c73z,Franz Schubert,19
/m/0tk02,Lake Charles,8
/m/06jkm,Ralph Waldo Emerson,28
/m/0cpvcd,Ludwig von Mises,21
/m/027mvrc,2006 Major League Baseball season,30
/m/0l0wv,Rochester Institute of Technology,28
/m/0444x,Jack Kemp,19
/m/05njw,Oracle Corporation,26
/m/04_lb,Moncton,4
/m/042g7t,Atlantic Time Zone-US,17
/m/0175rc,FC Bayern Munich,23
/m/01l3k6,Dalian,6
/m/01h5f8,June Carter Cash,29
/m/0g9zjp,Jonathan Walters,25
/m/0t6hk,Lawrence,12
/m/0459z,Johannes Brahms,16
/m/0p1l2,John F. Kennedy International Airport,2
/m/03193l,David Grisman,26
/m/06psyf,"Edmonton, London",5
/m/01xysf,North Dakota State University,21
/m/097df,Philosophy of science,5
/m/02b185,Scunthorpe United F.C.,13
/m/02ktrs,Jennifer Hudson,48
/m/05jnl,Newspaper,6
/m/02b13y,Bury F.C.,16
/m/0dn7v,Sumo,1
/m/07s2s,Time travel,45
/m/07y_r,Vittorio De Sica,15
/m/0mmpz,King County,15
/m/09zw90,Gale Anne Hurd,22
/m/03dm7,Greenwich Village,11
/m/0bbgly,Mutiny on the Bounty,31
/m/05w1vf,Stephen Tobolowsky,24
/m/051qvn,1. FSV Mainz 05,15
/m/08qz1l,Middle Eastern theatre of World War I,12
/m/0329qp,Bulgaria national football team,12
/m/02qtywd,Larry Klein,46
/m/0gy0n,The Ring,38
/m/06zd1c,Heinz Eric Roemheld,12
/m/01tjt2,Western Cape,11
/m/0jrgr,Folk metal,7
/m/02pcq92,Saw IV,19
/m/049tb,Kuomintang,4
/m/0fhzf,Belgrade,16
/m/0cv13,Allegany County,13
/m/059s8,New Brunswick,26
/m/01pj3h,Tom Selleck,31
/m/08c4yn,The Proposition,36
/m/036jv,Gangsta rap,24
/m/09tc_y,Fleetwood Town F.C.,7
/m/09v38qj,Pretty Little Liars,11
/m/01cvxf,American International Pictures,4
/m/0h63q6t,Wonder Woman,23
/m/0fm6m8,US Boulogne,9
/m/0cfgd,Deep Purple,24
/m/072w0,Seventh-day Adventist Church,19
/m/0168t,British Virgin Islands,14
/m/03cdg,George Bernard Shaw,30
/m/06rjp,Stockholm University,17
/m/05tfn1,Beitar Jerusalem F.C.,10
/m/059x3p,Lakeshore Entertainment,12
/m/01_lh1,Genentech,14
/m/02bpy_,Liberty University,21
/m/03tc8d,Getafe CF,14
/m/0pswc,Tijuana,10
/m/0d0l91,Ron Jeremy,17
/m/01psyx,Renal failure,23
/m/032jlh,Switzerland national football team,25
/m/0270k40,Cirque du Freak: The Vampire's Assistant,32
/m/01x3g,Criminology,16
/m/022tq4,Lucknow,7
/m/07rn0z,Johnny Lever,10
/m/0mlzk,Pierce County,16
/m/09fqdt,Eric Rodwell,2
/m/01rnpy,Joan Plowright,16
/m/07vk9f,FK Vojvodina,7
/m/04dyqk,Bob Clark,16
/m/0smfm,Kokomo,8
/m/0n4yq,Santa Fe County,12
/m/066dv,Prophet-GB,5
/m/01gvxv,Gena Rowlands,30
/m/01dbxr,Laval,5
/m/058bzgm,Locus Award for Best First Novel,22
/m/0cv9fc,Walter Hill,34
/m/03wh95l,Peter Tolan,28
/m/03mgbf,FC Terek Grozny,13
/m/014d4v,University of York,21
/m/04kcn,Lake Michigan,7
/m/0ccvd,County Donegal,6
/m/01423b,Chester,5
/m/02b190,Swansea City A.F.C.,24
/m/01jrp0,Diane Ladd,28
/m/06f_qn,Billy Bletcher,9
/m/0349s,Greek Language,34
/m/06xbsn,Sydney Olympic FC,12
/m/025sf0_,Sodium,20
/m/03188,Federated States of Micronesia,24
/m/01hznh,AIK Fotboll,8
/m/0z1vw,Canton,15
/m/0d_w7,Frank Gehry,20
/m/015gm8,Hud,38
/m/0ff2k,Roald Dahl,21
/m/019g8j,Rugrats,20
/m/0k_mf,Northridge,8
/m/0ck91,Jane Seymour,20
/m/01v2xl,Aberystwyth University,21
/m/0b4rf3,Nigel Lythgoe,22
/m/03d8njj,Satish Kaushik,9
/m/024_vw,Charles B. Rangel,40
/m/076689,Harold Gould,17
/m/02hwww,University of Mumbai,30
/m/06jd89,Odense Boldklub,10
/m/028q7m,Tabriz,2
/m/03cffvv,And the Band Played On,36
/m/044rv,Jakarta,11
/m/02qhm3,Mary Astor,18
/m/0404yzp,Syrianska FC,9
/m/07tk7,"Trinity College, Cambridge",40
/m/0443v1,The X-Files,37
/m/071wvh,Brahmanandam,6
/m/08849,Yasser Arafat,18
/m/049912,FC Nantes,11
/m/07l50_1,A Single Man,41
/m/03l26m,Carmelo Anthony,15
/m/01mxqyk,BeBe Winans,39
/m/0377k9,Minister,9
/m/0f1kwr,FC Lugano,10
/m/063g7l,Terry Crews,25
/m/03s2y9,Irwin Allen,23
/m/01hdht,Douglas Fairbanks,20
/m/03j_hq,Gwar,20
/m/017323,Delta blues,4
/m/098z9w,WCW WorldWide,3
/m/01rzxl,Hulk Hogan,19
/m/0515zg,R. Charleroi S.C.,8
